miRNA_ID,mesh_similarity,doid_similarity,num_sources_mesh,num_sources_doid,mesh_disease_count,doid_disease_count,mesh_max_jaccard,doid_max_jaccard,mesh_jaccard_std,doid_jaccard_std,inter_ontology_agreement
hsa-miR-487b-3p,0.0,0.0,2,2,59,58,0.0,0.0,0.0,0.0,1.0
hsa-miR-551a,0.0,0.0,1,1,50,50,0.0,0.0,0.0,0.0,1.0
hsa-miR-622,0.00425531914893617,0.004545454545454545,3,3,47,44,0.0425531914893617,0.045454545454545456,0.011523458729980085,0.012309149097933274,0.9997098646034817
hsa-miR-543,0.0,0.0,1,1,52,51,0.0,0.0,0.0,0.0,1.0
hsa-miR-941,0.0,0.0,1,1,30,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-139-3p,0.001567398119122257,0.0015408320493066256,2,2,58,59,0.017241379310344827,0.01694915254237288,0.00495654805669025,0.0048725387675938045,0.9999734339301843
hsa-miR-548b-3p,0.0,0.0,1,1,50,48,0.0,0.0,0.0,0.0,1.0
hsa-miR-574-3p,0.004329004329004329,0.005961251862891207,2,2,63,61,0.047619047619047616,0.06557377049180328,0.013689513680382594,0.018851133592658,0.9983677524661131
hsa-miR-936,0.0,0.0,1,1,47,39,0.0,0.0,0.0,0.0,1.0
hsa-miR-877-5p,0.0,0.0,1,1,63,64,0.0,0.0,0.0,0.0,1.0
hsa-miR-532-3p,0.0,0.0,1,1,53,55,0.0,0.0,0.0,0.0,1.0
hsa-miR-654-3p,0.0,0.0,1,1,57,59,0.0,0.0,0.0,0.0,1.0
hsa-miR-362-3p,0.0,0.0,2,2,58,59,0.0,0.0,0.0,0.0,1.0
hsa-miR-630,0.0038684719535783366,0.004434589800443459,2,2,47,41,0.0425531914893617,0.04878048780487805,0.012233182437788702,0.014023404257952902,0.9994338821531349
hsa-miR-509-3-5p,0.0021141649048625794,0.0021645021645021645,2,2,43,42,0.023255813953488372,0.023809523809523808,0.006685576448558941,0.006844756840191297,0.9999496627403605
hsa-miR-582-5p,0.0016233766233766233,0.0017482517482517483,2,2,56,52,0.017857142857142856,0.019230769230769232,0.0051335676301434725,0.005528457447846817,0.9998751248751249
hsa-miR-146b-3p,0.0,0.0,1,1,49,48,0.0,0.0,0.0,0.0,1.0
hsa-miR-512-3p,0.0,0.0,1,1,51,52,0.0,0.0,0.0,0.0,1.0
hsa-miR-572,0.0,0.0,2,2,55,47,0.0,0.0,0.0,0.0,1.0
hsa-miR-524-5p,0.0,0.0,1,1,35,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-744-5p,0.0,0.0,1,1,62,60,0.0,0.0,0.0,0.0,1.0
hsa-miR-525-5p,0.0021645021645021645,0.0021645021645021645,2,2,42,42,0.023809523809523808,0.023809523809523808,0.006844756840191297,0.006844756840191297,1.0
hsa-miR-671-3p,0.0,0.0,1,1,50,46,0.0,0.0,0.0,0.0,1.0
hsa-miR-513a-5p,0.0016835016835016834,0.0018939393939393938,2,2,54,48,0.018518518518518517,0.020833333333333332,0.005323699764593231,0.005989162235167385,0.9997895622895623
hsa-miR-516a-5p,0.0,0.0,1,1,50,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-571,0.0,0.0,1,1,34,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-525-3p,0.0,0.0,1,1,29,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-496,0.0,0.0,1,1,48,48,0.0,0.0,0.0,0.0,1.0
hsa-miR-607,0.0,0.0,1,1,34,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-887-3p,0.0015151515151515152,0.0015151515151515152,2,2,60,60,0.016666666666666666,0.016666666666666666,0.004791329788133908,0.004791329788133908,1.0
hsa-miR-219a-2-3p,0.0,0.0,1,1,27,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-885-3p,0.0,0.0,1,1,49,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-127-5p,0.0,0.0,1,1,52,54,0.0,0.0,0.0,0.0,1.0
hsa-miR-193a-5p,0.0,0.0,1,1,62,60,0.0,0.0,0.0,0.0,1.0
hsa-miR-129-2-3p,0.006342494714587738,0.005802707930367504,2,2,43,47,0.06976744186046512,0.06382978723404255,0.020056729345676823,0.01834977365668305,0.9994602132157797
hsa-miR-658,0.0,0.0,1,1,47,43,0.0,0.0,0.0,0.0,1.0
hsa-miR-512-5p,0.002525252525252525,0.0025974025974025974,2,2,36,35,0.027777777777777776,0.02857142857142857,0.007985549646889847,0.008213708208229557,0.9999278499278499
hsa-miR-873-5p,0.0,0.0,1,1,44,47,0.0,0.0,0.0,0.0,1.0
hsa-miR-642a-5p,0.0,0.0,1,1,39,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-576-3p,0.0,0.0,1,1,31,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-579-3p,0.0,0.0,1,1,45,43,0.0,0.0,0.0,0.0,1.0
hsa-miR-570-3p,0.0,0.0,1,1,42,41,0.0,0.0,0.0,0.0,1.0
hsa-miR-518a-3p,0.0,0.0,1,1,40,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-519e-3p,0.0,0.0,1,1,32,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-602,0.0,0.0,1,1,44,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-646,0.0,0.0,2,2,32,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-662,0.0,0.0,1,1,39,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-486-3p,0.0,0.0,1,1,57,58,0.0,0.0,0.0,0.0,1.0
hsa-miR-449b-5p,0.0,0.0,1,1,27,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-519b-3p,0.0,0.0,1,1,30,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-628-5p,0.0,0.0,1,1,53,53,0.0,0.0,0.0,0.0,1.0
hsa-miR-520a-3p,0.0,0.0,1,1,38,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-539-5p,0.0,0.0,1,1,51,50,0.0,0.0,0.0,0.0,1.0
hsa-miR-520a-5p,0.0,0.0,1,1,42,43,0.0,0.0,0.0,0.0,1.0
hsa-miR-940,0.0,0.0,1,1,56,55,0.0,0.0,0.0,0.0,1.0
hsa-miR-558,0.0,0.0,1,1,27,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-758-3p,0.0,0.0,1,1,54,53,0.0,0.0,0.0,0.0,1.0
hsa-miR-668-3p,0.004132231404958678,0.004228329809725159,2,2,44,43,0.045454545454545456,0.046511627906976744,0.013067263058547022,0.013371152897117882,0.9999039015952336
hsa-miR-483-3p,0.0034965034965034965,0.0034965034965034965,2,2,52,52,0.038461538461538464,0.038461538461538464,0.011056914895693635,0.011056914895693635,1.0
hsa-miR-216b-5p,0.0,0.0,1,1,37,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-563,0.0,0.0,1,1,23,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-615-5p,0.002457002457002457,0.0025974025974025974,2,2,37,35,0.02702702702702703,0.02857142857142857,0.0077697239807576896,0.008213708208229557,0.9998595998595998
hsa-miR-651-5p,0.0,0.0,1,1,46,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-517c-3p,0.0,0.0,2,2,50,46,0.0,0.0,0.0,0.0,1.0
hsa-miR-524-3p,0.0,0.0,1,1,35,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-521,0.0,0.0,1,1,41,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-589-5p,0.0025974025974025974,0.002525252525252525,2,2,35,36,0.02857142857142857,0.027777777777777776,0.008213708208229557,0.007985549646889847,0.9999278499278499
hsa-miR-557,0.0,0.0,1,1,45,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-423-5p,0.0011111111111111111,0.0012121212121212121,3,3,62,57,0.016666666666666666,0.01818181818181818,0.00415739709641549,0.004535342286998717,0.99989898989899
hsa-miR-637,0.0,0.0,1,1,31,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-569,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-519c-3p,0.0,0.0,1,1,36,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-567,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-125a-3p,0.0029806259314456036,0.003305785123966942,2,2,61,55,0.03278688524590164,0.03636363636363636,0.009425566796329,0.010453810446837616,0.9996748408074787
hsa-miR-639,0.0,0.0,1,1,38,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-596,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-33b-5p,0.003305785123966942,0.003189792663476874,2,2,55,57,0.03636363636363636,0.03508771929824561,0.010453810446837616,0.010087010080281912,0.9998840075395099
hsa-miR-544a,0.0,0.0,1,1,43,38,0.0,0.0,0.0,0.0,1.0
hsa-miR-516a-3p,0.0,0.0,1,1,23,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-942-5p,0.002066115702479339,0.001976284584980237,2,2,44,46,0.022727272727272728,0.021739130434782608,0.006533631529273511,0.006249560593218141,0.999910168882501
hsa-miR-635,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-588,0.003952569169960474,0.003952569169960474,2,2,23,23,0.043478260869565216,0.043478260869565216,0.012499121186436282,0.012499121186436282,1.0
hsa-miR-541-3p,0.0,0.0,1,1,42,41,0.0,0.0,0.0,0.0,1.0
hsa-miR-650,0.0,0.0,1,1,40,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-582-3p,0.0,0.0,1,1,44,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-802,0.0,0.0,1,1,36,34,0.0,0.0,0.0,0.0,1.0
hsa-miR-559,0.0,0.0,1,1,36,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-644a,0.0,0.0,1,1,18,17,0.0,0.0,0.0,0.0,1.0
hsa-miR-520d-5p,0.0,0.0,1,1,35,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-518c-5p,0.0,0.0,1,1,45,44,0.0,0.0,0.0,0.0,1.0
hsa-miR-526b-3p,0.0,0.0,1,1,32,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-363-5p,0.0,0.0,1,1,37,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-508-3p,0.0,0.0,1,1,45,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-542-3p,0.0016233766233766233,0.001652892561983471,2,2,56,55,0.017857142857142856,0.01818181818181818,0.0051335676301434725,0.005226905223418808,0.9999704840613931
hsa-miR-542-5p,0.0,0.0,1,1,58,60,0.0,0.0,0.0,0.0,1.0
hsa-miR-511-5p,0.0,0.0,1,1,35,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-432-3p,0.0,0.0,1,1,36,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-617,0.0,0.0,1,1,48,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-654-5p,0.0,0.0,1,1,53,56,0.0,0.0,0.0,0.0,1.0
hsa-miR-625-5p,0.0,0.0,1,1,55,55,0.0,0.0,0.0,0.0,1.0
hsa-miR-614,0.0,0.0,1,1,29,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-577,0.0,0.0,1,1,47,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-766-3p,0.0,0.0,1,1,59,55,0.0,0.0,0.0,0.0,1.0
hsa-miR-663a,0.0,0.0,1,1,56,44,0.0,0.0,0.0,0.0,1.0
hsa-miR-564,0.0018552875695732837,0.0021645021645021645,2,2,49,42,0.02040816326530612,0.023809523809523808,0.005866934434449683,0.006844756840191297,0.9996907854050712
hsa-miR-636,0.0023923444976076554,0.002272727272727273,2,2,38,40,0.02631578947368421,0.025,0.007565257560211433,0.007186994682200862,0.9998803827751196
hsa-miR-657,0.0,0.0,1,1,23,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-554,0.0,0.0,1,1,30,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-520g-3p,0.002840909090909091,0.002932551319648094,2,2,32,31,0.03125,0.03225806451612903,0.008983743352751077,0.009273541525420467,0.999908357771261
hsa-miR-548a-3p,0.0,0.0,1,1,32,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-548c-3p,0.002840909090909091,0.0034965034965034965,2,2,32,26,0.03125,0.038461538461538464,0.008983743352751077,0.011056914895693635,0.9993444055944056
hsa-miR-552-3p,0.0027548209366391185,0.002457002457002457,2,2,33,37,0.030303030303030304,0.02702702702702703,0.008711508705698015,0.0077697239807576896,0.9997021815203634
hsa-miR-553,0.0,0.0,1,1,34,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-562,0.0,0.0,1,1,24,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-578,0.0,0.0,1,1,36,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-585-3p,0.0,0.0,1,1,45,47,0.0,0.0,0.0,0.0,1.0
hsa-miR-586,0.0,0.0,1,1,38,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-600,0.0,0.0,1,1,27,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-603,0.0,0.0,1,1,29,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-608,0.0,0.0,1,1,26,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-609,0.0,0.0,1,1,36,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-645,0.0,0.0,1,1,29,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-647,0.0,0.0,1,1,35,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-661,0.0,0.002932551319648094,2,2,31,31,0.0,0.03225806451612903,0.0,0.009273541525420467,0.9970674486803519
hsa-miR-606,0.0,0.0,1,1,37,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-605-5p,0.0,0.0,1,1,53,50,0.0,0.0,0.0,0.0,1.0
hsa-miR-185-3p,0.0,0.0,1,1,47,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-93-3p,0.0,0.0,1,1,57,57,0.0,0.0,0.0,0.0,1.0
hsa-miR-302d-5p,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-181c-3p,0.0017482517482517483,0.0019342359767891683,2,2,52,47,0.019230769230769232,0.02127659574468085,0.005528457447846817,0.006116591218894351,0.9998140157714626
hsa-miR-615-3p,0.0016835016835016834,0.0017825311942959,2,2,54,51,0.018518518518518517,0.0196078431372549,0.005323699764593231,0.005636858574275186,0.9999009704892058
hsa-miR-10a-3p,0.0,0.0,2,2,50,48,0.0,0.0,0.0,0.0,1.0
hsa-miR-330-5p,0.0,0.0,1,1,51,50,0.0,0.0,0.0,0.0,1.0
hsa-miR-431-3p,0.0018181818181818182,0.0017825311942959,2,2,50,51,0.02,0.0196078431372549,0.00574959574576069,0.005636858574275186,0.9999643493761141
hsa-miR-145-3p,0.0012121212121212121,0.0011904761904761904,3,3,56,57,0.01818181818181818,0.017857142857142856,0.004535342286998717,0.0044543540318737395,0.999978354978355
hsa-miR-612,0.0025974025974025974,0.0027548209366391185,2,2,35,33,0.02857142857142857,0.030303030303030304,0.008213708208229557,0.008711508705698015,0.9998425816607635
hsa-miR-335-3p,0.0,0.0,1,1,61,60,0.0,0.0,0.0,0.0,1.0
hsa-miR-627-5p,0.0,0.0,2,2,40,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-24-2-5p,0.0,0.0,1,1,45,47,0.0,0.0,0.0,0.0,1.0
hsa-miR-640,0.0,0.0,1,1,29,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-26b-3p,0.0018181818181818182,0.0019342359767891683,2,2,50,47,0.02,0.02127659574468085,0.00574959574576069,0.006116591218894351,0.9998839458413926
hsa-miR-374b-3p,0.0,0.0,1,1,48,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-125b-2-3p,0.0022988505747126436,0.0023391812865497076,3,3,59,58,0.034482758620689655,0.03508771929824561,0.008601511233963084,0.008752414939822085,0.9999596692881629
hsa-miR-202-5p,0.0,0.0,2,2,45,46,0.0,0.0,0.0,0.0,1.0
hsa-miR-649,0.0,0.0,1,1,34,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-148a-5p,0.0,0.0,1,1,46,48,0.0,0.0,0.0,0.0,1.0
hsa-miR-193b-5p,0.0,0.0,2,2,64,60,0.0,0.0,0.0,0.0,1.0
hsa-miR-125b-1-3p,0.0,0.0,1,1,55,54,0.0,0.0,0.0,0.0,1.0
hsa-miR-21-3p,0.00439882697947214,0.00439882697947214,2,2,62,62,0.04838709677419355,0.04838709677419355,0.013910312288130701,0.013910312288130701,1.0
hsa-miR-15b-3p,0.0,0.0,1,1,60,57,0.0,0.0,0.0,0.0,1.0
hsa-let-7f-1-3p,0.0,0.0,1,1,46,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-604,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-550a-3p,0.0,0.0,1,1,56,57,0.0,0.0,0.0,0.0,1.0
hsa-miR-634,0.0,0.0,1,1,31,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-632,0.0,0.0,1,1,47,41,0.0,0.0,0.0,0.0,1.0
hsa-miR-181a-2-3p,0.0032467532467532465,0.0034965034965034965,2,2,56,52,0.03571428571428571,0.038461538461538464,0.010267135260286945,0.011056914895693635,0.9997502497502497
hsa-miR-616-5p,0.0,0.0,1,1,41,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-575,0.006993006993006993,0.005681818181818182,2,2,52,48,0.07692307692307693,0.0625,0.02211382979138727,0.017967486705502154,0.9986888111888111
hsa-miR-561-3p,0.0,0.0,1,1,44,39,0.0,0.0,0.0,0.0,1.0
hsa-miR-573,0.0,0.0,1,1,46,46,0.0,0.0,0.0,0.0,1.0
hsa-miR-625-3p,0.0025157232704402514,0.002564102564102564,3,3,53,52,0.018867924528301886,0.019230769230769232,0.006413861023387151,0.006537204504606135,0.9999516207063377
hsa-miR-136-3p,0.001567398119122257,0.001567398119122257,2,2,58,58,0.017241379310344827,0.017241379310344827,0.00495654805669025,0.00495654805669025,1.0
hsa-miR-106b-3p,0.00130718954248366,0.00130718954248366,3,3,52,53,0.0196078431372549,0.0196078431372549,0.0048910554075476355,0.0048910554075476355,1.0
hsa-miR-424-3p,0.003134796238244514,0.003134796238244514,2,2,58,58,0.034482758620689655,0.034482758620689655,0.0099130961133805,0.0099130961133805,1.0
hsa-miR-92a-1-5p,0.0,0.0,1,1,45,46,0.0,0.0,0.0,0.0,1.0
hsa-miR-151a-5p,0.0012578616352201257,0.0026405228758169933,3,3,56,51,0.018867924528301886,0.02,0.004706487278960932,0.006732419558274234,0.9986173387594032
hsa-miR-28-3p,0.0011111111111111111,0.003261648745519713,3,3,62,62,0.016666666666666666,0.03225806451612903,0.00415739709641549,0.008789331472557192,0.9978494623655914
hsa-miR-29c-5p,0.001336898395721925,0.0013986013986013986,2,2,68,65,0.014705882352941176,0.015384615384615385,0.004227643930706389,0.004422765958277453,0.9999382969971206
hsa-miR-455-3p,0.001443001443001443,0.002932551319648094,2,2,63,62,0.015873015873015872,0.03225806451612903,0.0045631712267941976,0.009273541525420467,0.9985104501233534
hsa-miR-144-5p,0.001594896331738437,0.0016835016835016834,2,2,57,54,0.017543859649122806,0.018518518518518517,0.005043505040140956,0.005323699764593231,0.9999113946482368
hsa-miR-584-5p,0.0015151515151515152,0.001652892561983471,2,2,60,55,0.016666666666666666,0.01818181818181818,0.004791329788133908,0.005226905223418808,0.999862258953168
hsa-miR-583,0.0,0.0,1,1,35,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-378a-5p,0.0037735849056603774,0.0024691358024691358,3,3,53,55,0.03773584905660377,0.037037037037037035,0.010218916232246491,0.009238660214256645,0.9986955508968087
hsa-miR-493-5p,0.0,0.0,1,1,59,59,0.0,0.0,0.0,0.0,1.0
hsa-miR-613,0.0,0.0,1,1,29,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-34b-5p,0.0012578616352201257,0.0017482517482517483,3,2,54,52,0.018867924528301886,0.019230769230769232,0.004706487278960932,0.005528457447846817,0.9995096098869684
hsa-miR-623,0.0,0.0,1,1,44,39,0.0,0.0,0.0,0.0,1.0
hsa-miR-659-3p,0.0,0.0,1,1,49,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-591,0.0034965034965034965,0.004132231404958678,2,2,26,22,0.038461538461538464,0.045454545454545456,0.011056914895693635,0.013067263058547022,0.9993642720915448
hsa-miR-765,0.0,0.001652892561983471,2,2,61,55,0.0,0.01818181818181818,0.0,0.005226905223418808,0.9983471074380166
hsa-miR-568,0.0,0.0,1,1,28,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-601,0.001976284584980237,0.0,2,1,46,41,0.021739130434782608,0.0,0.006249560593218141,0.0,0.9980237154150198
hsa-miR-889-3p,0.0,0.0,1,1,49,49,0.0,0.0,0.0,0.0,1.0
hsa-miR-629-3p,0.0030303030303030303,0.0030303030303030303,2,2,60,60,0.03333333333333333,0.03333333333333333,0.009582659576267817,0.009582659576267817,1.0
hsa-miR-643,0.0,0.0,1,1,45,43,0.0,0.0,0.0,0.0,1.0
hsa-miR-320d,0.001594896331738437,0.0,2,1,57,57,0.017543859649122806,0.0,0.005043505040140956,0.0,0.9984051036682615
hsa-miR-641,0.0,0.0,1,1,37,34,0.0,0.0,0.0,0.0,1.0
hsa-miR-488-5p,0.002840909090909091,0.0030303030303030303,2,2,32,30,0.03125,0.03333333333333333,0.008983743352751077,0.009582659576267817,0.999810606060606
hsa-miR-638,0.003508771929824561,0.004081632653061224,3,3,58,50,0.05263157894736842,0.061224489795918366,0.013128622409733127,0.01527207096642425,0.9994271392767633
hsa-miR-296-3p,0.0,0.0,1,1,49,50,0.0,0.0,0.0,0.0,1.0
hsa-miR-518f-5p,0.0,0.0,1,1,30,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-653-5p,0.002331002331002331,0.002457002457002457,2,2,39,37,0.02564102564102564,0.02702702702702703,0.007371276597129089,0.0077697239807576896,0.9998739998739998
hsa-miR-624-5p,0.0,0.0,1,1,45,43,0.0,0.0,0.0,0.0,1.0
hsa-miR-587,0.0,0.0,1,1,32,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-555,0.0,0.0,1,1,32,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-665,0.0017482517482517483,0.0017152658662092624,2,2,52,53,0.019230769230769232,0.018867924528301886,0.005528457447846817,0.005424146929962914,0.9999670141179575
hsa-miR-597-5p,0.0,0.0,1,1,38,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-675-5p,0.0,0.0,1,1,40,39,0.0,0.0,0.0,0.0,1.0
hsa-miR-302a-5p,0.0,0.0,1,1,33,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-576-5p,0.0,0.0,2,2,47,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-454-5p,0.0,0.0,1,1,46,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-619-3p,0.0,0.0,1,1,25,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-1537-3p,0.0021645021645021645,0.0023923444976076554,2,2,42,38,0.023809523809523808,0.02631578947368421,0.006844756840191297,0.007565257560211433,0.9997721576668945
hsa-miR-548d-3p,0.0,0.0,1,1,41,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-620,0.0027548209366391185,0.0032467532467532465,2,2,33,28,0.030303030303030304,0.03571428571428571,0.008711508705698015,0.010267135260286945,0.9995080676898859
hsa-miR-580-3p,0.0,0.0,1,1,41,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-556-5p,0.0,0.0,1,1,48,46,0.0,0.0,0.0,0.0,1.0
hsa-miR-626,0.004329004329004329,0.00505050505050505,2,2,21,18,0.047619047619047616,0.05555555555555555,0.013689513680382594,0.015971099293779694,0.9992784992784993
hsa-miR-934,0.0,0.0,1,1,54,53,0.0,0.0,0.0,0.0,1.0
hsa-miR-876-5p,0.0,0.0,1,1,43,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-593-5p,0.0,0.0,1,1,19,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-581,0.0,0.0,1,1,31,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-1296-5p,0.0,0.0,1,1,47,44,0.0,0.0,0.0,0.0,1.0
hsa-miR-876-3p,0.0,0.0,1,1,44,41,0.0,0.0,0.0,0.0,1.0
hsa-miR-1229-3p,0.001652892561983471,0.0016835016835016834,2,2,55,54,0.01818181818181818,0.018518518518518517,0.005226905223418808,0.005323699764593231,0.9999693908784818
hsa-miR-1468-5p,0.0,0.0,1,1,43,43,0.0,0.0,0.0,0.0,1.0
hsa-miR-671-5p,0.0,0.0,2,2,66,61,0.0,0.0,0.0,0.0,1.0
hsa-miR-425-3p,0.005555555555555556,0.0056737588652482265,3,3,48,47,0.0625,0.06382978723404255,0.016077551253875312,0.016419626812468405,0.9998817966903073
hsa-miR-143-5p,0.0032467532467532465,0.003430531732418525,2,2,56,53,0.03571428571428571,0.03773584905660377,0.010267135260286945,0.010848293859925829,0.9998162215143347
hsa-miR-141-5p,0.0017152658662092624,0.0016835016835016834,2,2,53,54,0.018867924528301886,0.018518518518518517,0.005424146929962914,0.005323699764593231,0.9999682358172924
hsa-miR-29a-5p,0.0013333333333333333,0.0013888888888888887,3,3,51,50,0.02,0.020833333333333332,0.004988876515698589,0.005196746370519363,0.9999444444444444
hsa-miR-135a-3p,0.0016835016835016834,0.0036363636363636364,2,2,54,50,0.018518518518518517,0.04,0.005323699764593231,0.01149919149152138,0.9980471380471381
hsa-miR-22-5p,0.003189792663476874,0.003305785123966942,2,2,57,55,0.03508771929824561,0.03636363636363636,0.010087010080281912,0.010453810446837616,0.9998840075395099
hsa-miR-648,0.0,0.0,1,1,41,34,0.0,0.0,0.0,0.0,1.0
hsa-let-7e-3p,0.0018181818181818182,0.0019342359767891683,2,2,50,47,0.02,0.02127659574468085,0.00574959574576069,0.006116591218894351,0.9998839458413926
hsa-miR-150-3p,0.002185792349726776,0.0035714285714285713,3,3,61,56,0.01639344262295082,0.03571428571428571,0.005572698921959328,0.009671474291233285,0.9986143637782982
hsa-miR-7-1-3p,0.0,0.0,1,1,62,58,0.0,0.0,0.0,0.0,1.0
hsa-miR-99a-3p,0.0,0.0,1,1,53,52,0.0,0.0,0.0,0.0,1.0
hsa-miR-101-5p,0.001594896331738437,0.001594896331738437,2,2,57,57,0.017543859649122806,0.017543859649122806,0.005043505040140956,0.005043505040140956,1.0
hsa-miR-34a-3p,0.0,0.0,1,1,55,54,0.0,0.0,0.0,0.0,1.0
hsa-miR-10b-3p,0.0017825311942959,0.0018181818181818182,2,2,51,50,0.0196078431372549,0.02,0.005636858574275186,0.00574959574576069,0.9999643493761141
hsa-miR-1227-3p,0.0,0.0,1,1,35,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-20a-3p,0.001282051282051282,0.0013333333333333333,3,3,53,51,0.019230769230769232,0.02,0.004796996649710182,0.004988876515698589,0.999948717948718
hsa-miR-483-5p,0.017741935483870968,0.003750291171674819,3,3,62,54,0.2,0.03773584905660377,0.05035772139462103,0.010184823919467519,0.9860083556878039
hsa-miR-1224-5p,0.001443001443001443,0.0015151515151515152,2,2,63,60,0.015873015873015872,0.016666666666666666,0.0045631712267941976,0.004791329788133908,0.9999278499278499
hsa-miR-214-5p,0.0,0.0,1,1,53,54,0.0,0.0,0.0,0.0,1.0
hsa-miR-1225-5p,0.0,0.0,1,1,60,54,0.0,0.0,0.0,0.0,1.0
hsa-miR-30c-2-3p,0.0017482517482517483,0.0017482517482517483,2,2,52,52,0.019230769230769232,0.019230769230769232,0.005528457447846817,0.005528457447846817,1.0
hsa-miR-877-3p,0.0,0.0,1,1,54,53,0.0,0.0,0.0,0.0,1.0
